receive_msg_num, send_msg_num, msg_type, msg_priority, msg_start_time(ts), msg_end_time(ts), msg_trans_time(ns)
1925, 537, b, 4, 1700669956.591040612, 1700669956.629504949,38464337
1926, 543, c, 2, 1700669956.602220790, 1700669956.642882782,40661992
1927, 578, d, 0, 1700669956.630360581, 1700669956.654460150,24099569
1928, 526, a, 6, 1700669956.622178883, 1700669956.663914448,41735565
1929, 544, c, 2, 1700669956.636666164, 1700669956.673589540,36923376
1930, 579, d, 0, 1700669956.664902206, 1700669956.678622811,13720605
1931, 539, b, 4, 1700669956.662383486, 1700669956.688086179,25702693
1932, 527, a, 6, 1700669956.656727996, 1700669956.700985837,44257841
1933, 580, d, 0, 1700669956.699311859, 1700669956.711984315,12672456
1934, 540, b, 4, 1700669956.697963995, 1700669956.720335837,22371842
1935, 528, a, 6, 1700669956.699851446, 1700669956.730313541,30462095
1936, 546, c, 2, 1700669956.710119038, 1700669956.734480316,24361278
1937, 541, b, 4, 1700669956.732511814, 1700669956.739566711,7054897
1938, 581, d, 0, 1700669956.733836063, 1700669956.749020085,15184022
1939, 547, c, 2, 1700669956.746011028, 1700669956.761915915,15904887
1940, 529, a, 6, 1700669956.736761494, 1700669956.771806808,35045314
1941, 582, d, 0, 1700669956.768236589, 1700669956.775763369,7526780
1942, 542, b, 4, 1700669956.767041992, 1700669956.785486355,18444363
1943, 548, c, 2, 1700669956.780376122, 1700669956.788258011,7881889
1944, 530, a, 6, 1700669956.772770588, 1700669956.791694464,18923876
1945, 543, b, 4, 1700669956.801666671, 1700669956.808697466,7030795
1946, 583, d, 0, 1700669956.802806527, 1700669956.820024764,17218237
1947, 549, c, 2, 1700669956.815043155, 1700669956.825248971,10205816
1948, 531, a, 6, 1700669956.807272005, 1700669956.830965156,23693151
1949, 544, b, 4, 1700669956.836378724, 1700669956.850001458,13622734
1950, 584, d, 0, 1700669956.837193653, 1700669956.860392544,23198891
1951, 550, c, 2, 1700669956.849745875, 1700669956.871620305,21874430
1952, 532, a, 6, 1700669956.841783620, 1700669956.885336262,43552642
1953, 585, d, 0, 1700669956.871560352, 1700669956.898073419,26513067
1954, 545, b, 4, 1700669956.870920931, 1700669956.905829599,34908668
1955, 551, c, 2, 1700669956.884338213, 1700669956.911565825,27227612
1956, 586, d, 0, 1700669956.905824932, 1700669956.920020460,14195528
1957, 546, b, 4, 1700669956.905426945, 1700669956.932800796,27373851
1958, 552, c, 2, 1700669956.918773760, 1700669956.944934433,26160673
1959, 587, d, 0, 1700669956.940180434, 1700669956.952799192,12618758
1960, 534, a, 6, 1700669956.918669332, 1700669956.964978943,46309611
1961, 547, b, 4, 1700669956.939920843, 1700669956.973773857,33853014
1962, 553, c, 2, 1700669956.953283506, 1700669956.987108794,33825288
1963, 588, d, 0, 1700669956.974774686, 1700669956.999610057,24835371
1964, 548, b, 4, 1700669956.974559963, 1700669957.12110642,37550679
1965, 589, d, 0, 1700669957.9532058, 1700669957.25302186,15770128
1966, 536, a, 6, 1700669956.998499304, 1700669957.38826618,40327314
1967, 549, b, 4, 1700669957.9384511, 1700669957.49412851,40028340
1968, 590, d, 0, 1700669957.44240338, 1700669957.58040912,13800574
1969, 555, c, 2, 1700669957.22070874, 1700669957.71675212,49604338
1970, 537, a, 6, 1700669957.35506330, 1700669957.84440536,48934206
1971, 591, d, 0, 1700669957.78802963, 1700669957.93958313,15155350
1972, 556, c, 2, 1700669957.59418792, 1700669957.102658228,43239436
1973, 551, b, 4, 1700669957.82186266, 1700669957.108957442,26771176
1974, 538, a, 6, 1700669957.72401600, 1700669957.122943155,50541555
1975, 592, d, 0, 1700669957.113344763, 1700669957.132767741,19422978
1976, 557, c, 2, 1700669957.104434226, 1700669957.135571570,31137344
1977, 552, b, 4, 1700669957.118632414, 1700669957.143104744,24472330
1978, 539, a, 6, 1700669957.119481868, 1700669957.153161270,33679402
1979, 593, d, 0, 1700669957.147918640, 1700669957.166977152,19058512
1980, 558, c, 2, 1700669957.138878284, 1700669957.180805000,41926716
1981, 553, b, 4, 1700669957.153200067, 1700669957.192791843,39591776
1982, 594, d, 0, 1700669957.182442894, 1700669957.206218510,23775616
1983, 559, c, 2, 1700669957.173378188, 1700669957.218454010,45075822
1984, 554, b, 4, 1700669957.187776566, 1700669957.228881003,41104437
1985, 595, d, 0, 1700669957.216864288, 1700669957.231868459,15004171
1986, 541, a, 6, 1700669957.191195151, 1700669957.242973000,51777849
1987, 560, c, 2, 1700669957.213571600, 1700669957.252584656,39013056
1988, 555, b, 4, 1700669957.225823722, 1700669957.255755548,29931826
1989, 596, d, 0, 1700669957.251229497, 1700669957.258866395,7636898
1990, 542, a, 6, 1700669957.241803343, 1700669957.262169350,20366007
1991, 561, c, 2, 1700669957.251420742, 1700669957.267757997,16337255
1992, 556, b, 4, 1700669957.262542935, 1700669957.279619978,17077043
1993, 543, a, 6, 1700669957.276312183, 1700669957.293130849,16818666
1994, 597, d, 0, 1700669957.285770111, 1700669957.304876011,19105900
1995, 562, c, 2, 1700669957.285989264, 1700669957.313127550,27138286
1996, 557, b, 4, 1700669957.297020183, 1700669957.326234949,29214766
1997, 598, d, 0, 1700669957.320516878, 1700669957.331282320,10765442
1998, 544, a, 6, 1700669957.312002406, 1700669957.343371945,31369539
1999, 563, c, 2, 1700669957.320758603, 1700669957.354137669,33379066
2000, 558, b, 4, 1700669957.331537151, 1700669957.364376901,32839750
2001, 599, d, 0, 1700669957.355048642, 1700669957.378270035,23221393
2002, 564, c, 2, 1700669957.355262087, 1700669957.388292501,33030414
2003, 559, b, 4, 1700669957.366119980, 1700669957.397627290,31507310
2004, 600, d, 0, 1700669957.389765513, 1700669957.406133897,16368384
2005, 565, c, 2, 1700669957.389938635, 1700669957.416467374,26528739
2006, 546, a, 6, 1700669957.382634948, 1700669957.429360425,46725477
2007, 601, d, 0, 1700669957.424433016, 1700669957.443108901,18675885
2008, 566, c, 2, 1700669957.424660342, 1700669957.456516248,31855906
2009, 547, a, 6, 1700669957.421769288, 1700669957.469885752,48116464
2010, 602, d, 0, 1700669957.459180464, 1700669957.481937407,22756943
2011, 567, c, 2, 1700669957.459402550, 1700669957.494861312,35458762
2012, 548, a, 6, 1700669957.464218561, 1700669957.507813617,43595056
2013, 603, d, 0, 1700669957.493907454, 1700669957.521781122,27873668
2014, 568, c, 2, 1700669957.494073959, 1700669957.531125841,37051882
2015, 604, d, 0, 1700669957.528593702, 1700669957.534029849,5436147
2016, 549, a, 6, 1700669957.504401253, 1700669957.537076416,32675163
2017, 563, b, 4, 1700669957.515360194, 1700669957.546364523,31004329
2018, 569, c, 2, 1700669957.528783054, 1700669957.558154563,29371509
2019, 550, a, 6, 1700669957.543910406, 1700669957.564430189,20519783
2020, 605, d, 0, 1700669957.563083633, 1700669957.572457782,9374149
2021, 564, b, 4, 1700669957.555802616, 1700669957.584178330,28375714
2022, 570, c, 2, 1700669957.563855871, 1700669957.593150286,29294415
2023, 551, a, 6, 1700669957.579645345, 1700669957.600648471,21003126
2024, 606, d, 0, 1700669957.597563998, 1700669957.609198715,11634717
2025, 565, b, 4, 1700669957.590216638, 1700669957.622036779,31820141
2026, 571, c, 2, 1700669957.598183784, 1700669957.634303368,36119584
2027, 607, d, 0, 1700669957.631919788, 1700669957.642841705,10921917
2028, 552, a, 6, 1700669957.614152988, 1700669957.653335676,39182688
2029, 566, b, 4, 1700669957.624689731, 1700669957.663824688,39134957
2030, 572, c, 2, 1700669957.632647645, 1700669957.673053385,40405740
2031, 608, d, 0, 1700669957.666451020, 1700669957.686677075,20226055
2032, 553, a, 6, 1700669957.648628186, 1700669957.700299143,51670957
2033, 573, c, 2, 1700669957.667512290, 1700669957.707985974,40473684
2034, 609, d, 0, 1700669957.700983851, 1700669957.721483033,20499182
2035, 568, b, 4, 1700669957.696821995, 1700669957.734929583,38107588
2036, 574, c, 2, 1700669957.705630861, 1700669957.748271517,42640656
2037, 610, d, 0, 1700669957.735485462, 1700669957.754477327,18991865
2038, 569, b, 4, 1700669957.734036174, 1700669957.757196604,23160430
2039, 575, c, 2, 1700669957.740753018, 1700669957.760384445,19631427
2040, 555, a, 6, 1700669957.734454089, 1700669957.768313791,33859702
2041, 570, b, 4, 1700669957.768485544, 1700669957.775300611,6815067
2042, 611, d, 0, 1700669957.769934230, 1700669957.784009526,14075296
2043, 576, c, 2, 1700669957.781451824, 1700669957.791211953,9760129
2044, 556, a, 6, 1700669957.782425358, 1700669957.804994868,22569510
2045, 571, b, 4, 1700669957.803107072, 1700669957.817704503,14597431
2046, 612, d, 0, 1700669957.804387112, 1700669957.832348125,27961013
2047, 577, c, 2, 1700669957.816018088, 1700669957.846112968,30094880
2048, 613, d, 0, 1700669957.838720743, 1700669957.853480148,14759405
2049, 572, b, 4, 1700669957.837754141, 1700669957.867409707,29655566
2050, 578, c, 2, 1700669957.850569396, 1700669957.881224613,30655217
2051, 614, d, 0, 1700669957.873090492, 1700669957.889868204,16777712
2052, 573, b, 4, 1700669957.872356546, 1700669957.904036941,31680395
2053, 579, c, 2, 1700669957.885082630, 1700669957.917545130,32462500
2054, 615, d, 0, 1700669957.907568689, 1700669957.929581453,22012764
2055, 574, b, 4, 1700669957.906867115, 1700669957.937788416,30921301
2056, 580, c, 2, 1700669957.919632625, 1700669957.942829879,23197254
2057, 560, a, 6, 1700669957.924578191, 1700669957.946180370,21602179
2058, 616, d, 0, 1700669957.942002325, 1700669957.951873628,9871303
2059, 575, b, 4, 1700669957.941416350, 1700669957.964933050,23516700
2060, 581, c, 2, 1700669957.954153073, 1700669957.973477412,19324339
2061, 561, a, 6, 1700669957.964396525, 1700669957.986140898,21744373
2062, 617, d, 0, 1700669957.976354682, 1700669957.996483327,20128645
2063, 576, b, 4, 1700669957.976057196, 1700669958.9734655,33677459
2064, 582, c, 2, 1700669957.988720357, 1700669958.23177715,34457358
2065, 618, d, 0, 1700669958.10975938, 1700669958.32594718,21618780
2066, 562, a, 6, 1700669957.999258985, 1700669958.43310141,44051156
2067, 577, b, 4, 1700669958.10758426, 1700669958.54341666,43583240
2068, 619, d, 0, 1700669958.45579535, 1700669958.67686309,22106774
2069, 563, a, 6, 1700669958.36330286, 1700669958.79827070,43496784
2070, 578, b, 4, 1700669958.45454007, 1700669958.84176829,38722822
2071, 620, d, 0, 1700669958.80179514, 1700669958.94811314,14631800
2072, 584, c, 2, 1700669958.58140928, 1700669958.107971278,49830350
2073, 564, a, 6, 1700669958.76694658, 1700669958.122470741,45776083
2074, 621, d, 0, 1700669958.114591494, 1700669958.135525918,20934424
2075, 585, c, 2, 1700669958.101796717, 1700669958.146324279,44527562
2076, 565, a, 6, 1700669958.113395526, 1700669958.155809599,42414073
2077, 622, d, 0, 1700669958.149273694, 1700669958.160022049,10748355
2078, 580, b, 4, 1700669958.121980074, 1700669958.168472648,46492574
2079, 586, c, 2, 1700669958.140771491, 1700669958.179368670,38597179
2080, 566, a, 6, 1700669958.157932356, 1700669958.192657970,34725614
2081, 623, d, 0, 1700669958.183858139, 1700669958.205497138,21638999
2082, 587, c, 2, 1700669958.178918379, 1700669958.217866876,38948497
2083, 567, a, 6, 1700669958.192797039, 1700669958.225698543,32901504
2084, 624, d, 0, 1700669958.218404262, 1700669958.234164960,15760698
2085, 582, b, 4, 1700669958.203879896, 1700669958.247540798,43660902
2086, 588, c, 2, 1700669958.213508329, 1700669958.261813808,48305479
2087, 625, d, 0, 1700669958.252787392, 1700669958.273846735,21059343
2088, 583, b, 4, 1700669958.239468460, 1700669958.279089252,39620792
2089, 589, c, 2, 1700669958.251049969, 1700669958.288646772,37596803
2090, 626, d, 0, 1700669958.287350969, 1700669958.292287727,4936758
2091, 569, a, 6, 1700669958.261781860, 1700669958.299420412,37638552
2092, 584, b, 4, 1700669958.280685371, 1700669958.306321185,25635814
2093, 590, c, 2, 1700669958.294497481, 1700669958.310030632,15533151
2094, 570, a, 6, 1700669958.310455579, 1700669958.324983656,14528077
2095, 627, d, 0, 1700669958.321986287, 1700669958.337872020,15885733
2096, 585, b, 4, 1700669958.315133915, 1700669958.347536318,32402403
2097, 591, c, 2, 1700669958.328951556, 1700669958.358117459,29165903
2098, 628, d, 0, 1700669958.356590275, 1700669958.367779480,11189205
2099, 571, a, 6, 1700669958.344982509, 1700669958.378723658,33741149
2100, 586, b, 4, 1700669958.349615092, 1700669958.391946525,42331433
2101, 592, c, 2, 1700669958.363546575, 1700669958.395171925,31625350
2102, 629, d, 0, 1700669958.391120643, 1700669958.405056881,13936238
2103, 572, a, 6, 1700669958.379424541, 1700669958.408071160,28646619
2104, 587, b, 4, 1700669958.384001304, 1700669958.411910633,27909329
2105, 593, c, 2, 1700669958.398066596, 1700669958.415630753,17564157
2106, 573, a, 6, 1700669958.414892014, 1700669958.425150186,10258172
2107, 588, b, 4, 1700669958.424910942, 1700669958.438322479,13411537
2108, 630, d, 0, 1700669958.425393047, 1700669958.451811324,26418277
2109, 594, c, 2, 1700669958.432545634, 1700669958.465602168,33056534
2110, 631, d, 0, 1700669958.459761444, 1700669958.477121209,17359765
2111, 574, a, 6, 1700669958.450171796, 1700669958.489806216,39634420
2112, 589, b, 4, 1700669958.459296897, 1700669958.503622772,44325875
2113, 632, d, 0, 1700669958.494098066, 1700669958.517324957,23226891
2114, 575, a, 6, 1700669958.484659306, 1700669958.531688111,47028805
2115, 633, d, 0, 1700669958.528637734, 1700669958.545117638,16479904
2116, 576, a, 6, 1700669958.524438729, 1700669958.553001213,28562484
2117, 597, c, 2, 1700669958.537168806, 1700669958.556338173,19169367
2118, 591, b, 4, 1700669958.536408286, 1700669958.561244282,24835996
2119, 634, d, 0, 1700669958.563299258, 1700669958.573459697,10160439
2120, 577, a, 6, 1700669958.564577879, 1700669958.584742720,20164841
2121, 598, c, 2, 1700669958.579036425, 1700669958.598715562,19679137
2122, 592, b, 4, 1700669958.578846737, 1700669958.610709689,31862952
2123, 635, d, 0, 1700669958.597909327, 1700669958.623795248,25885921
2124, 578, a, 6, 1700669958.598998518, 1700669958.634165023,35166505
2125, 599, c, 2, 1700669958.613794021, 1700669958.647565988,33771967
2126, 636, d, 0, 1700669958.632276625, 1700669958.659063179,26786554
2127, 579, a, 6, 1700669958.633366410, 1700669958.671833662,38467252
2128, 637, d, 0, 1700669958.666806850, 1700669958.685724476,18917626
2129, 594, b, 4, 1700669958.648331221, 1700669958.698987670,50656449
2130, 580, a, 6, 1700669958.668696159, 1700669958.712380662,43684503
2131, 638, d, 0, 1700669958.701428319, 1700669958.724917573,23489254
2132, 595, b, 4, 1700669958.692672179, 1700669958.735430985,42758806
2133, 581, a, 6, 1700669958.705297929, 1700669958.749318865,44020936
2134, 639, d, 0, 1700669958.735994568, 1700669958.762500039,26505471
2135, 596, b, 4, 1700669958.732128697, 1700669958.775014443,42885746
2136, 640, d, 0, 1700669958.770387878, 1700669958.788089099,17701221
2137, 603, c, 2, 1700669958.758812566, 1700669958.802027124,43214558
2138, 597, b, 4, 1700669958.768226533, 1700669958.815491920,47265387
2139, 641, d, 0, 1700669958.804947557, 1700669958.829247937,24300380
2140, 604, c, 2, 1700669958.796227381, 1700669958.839483036,43255655
2141, 598, b, 4, 1700669958.807601682, 1700669958.851307136,43705454
2142, 642, d, 0, 1700669958.839542880, 1700669958.859667935,20125055
2143, 584, a, 6, 1700669958.823085472, 1700669958.862762516,39677044
2144, 605, c, 2, 1700669958.834794674, 1700669958.873622875,38828201
2145, 599, b, 4, 1700669958.848268242, 1700669958.883318165,35049923
2146, 643, d, 0, 1700669958.873935502, 1700669958.897475733,23540231
2147, 585, a, 6, 1700669958.863911582, 1700669958.910522147,46610565
2148, 644, d, 0, 1700669958.908233231, 1700669958.921938765,13705534
2149, 607, c, 2, 1700669958.906885848, 1700669958.931124351,24238503
2150, 586, a, 6, 1700669958.898540511, 1700669958.944174547,45634036
2151, 645, d, 0, 1700669958.942706282, 1700669958.946555293,3849011
2152, 601, b, 4, 1700669958.919201753, 1700669958.955091401,35889648
2153, 608, c, 2, 1700669958.944766109, 1700669958.968817695,24051586
2154, 587, a, 6, 1700669958.944626347, 1700669958.982502705,37876358
2155, 646, d, 0, 1700669958.977374180, 1700669958.995231579,17857399
2156, 609, c, 2, 1700669958.979091260, 1700669959.6530009,27438749
2157, 588, a, 6, 1700669958.979454465, 1700669959.20510745,41056280
2158, 647, d, 0, 1700669959.11916006, 1700669959.25045371,13129365
2159, 603, b, 4, 1700669958.990434880, 1700669959.36425882,45991002
2160, 610, c, 2, 1700669959.13529298, 1700669959.43435822,29906524
2161, 589, a, 6, 1700669959.15458034, 1700669959.49235703,33777669
2162, 648, d, 0, 1700669959.46574415, 1700669959.60186784,13612369
2163, 604, b, 4, 1700669959.29260871, 1700669959.69546987,40286116
2164, 611, c, 2, 1700669959.47874148, 1700669959.83607120,35732972
2165, 649, d, 0, 1700669959.81118266, 1700669959.97305336,16187070
2166, 605, b, 4, 1700669959.69289057, 1700669959.106591024,37301967
2167, 612, c, 2, 1700669959.82371697, 1700669959.109765756,27394059
2168, 591, a, 6, 1700669959.91785886, 1700669959.112794285,21008399
2169, 606, b, 4, 1700669959.103875407, 1700669959.115986777,12111370
2170, 650, d, 0, 1700669959.115789243, 1700669959.129062579,13273336
2171, 613, c, 2, 1700669959.116695599, 1700669959.142701147,26005548
2172, 592, a, 6, 1700669959.131046575, 1700669959.155599178,24552603
2173, 651, d, 0, 1700669959.150191212, 1700669959.168099151,17907939
2174, 607, b, 4, 1700669959.140424740, 1700669959.181036620,40611880
2175, 614, c, 2, 1700669959.151116364, 1700669959.194880824,43764460
2176, 652, d, 0, 1700669959.184754430, 1700669959.209006619,24252189
2177, 608, b, 4, 1700669959.174942366, 1700669959.222650392,47708026
2178, 653, d, 0, 1700669959.219288173, 1700669959.236457103,17168930
2179, 594, a, 6, 1700669959.204474065, 1700669959.250777639,46303574
2180, 609, b, 4, 1700669959.213943891, 1700669959.264093813,50149922
2181, 654, d, 0, 1700669959.253867366, 1700669959.277463520,23596154
2182, 595, a, 6, 1700669959.243684417, 1700669959.291268369,47583952
2183, 655, d, 0, 1700669959.288486253, 1700669959.303865696,15379443
2184, 617, c, 2, 1700669959.270559561, 1700669959.312219226,41659665
2185, 596, a, 6, 1700669959.284616602, 1700669959.323921482,39304880
2186, 611, b, 4, 1700669959.297216883, 1700669959.337437864,40220981
2187, 656, d, 0, 1700669959.323299628, 1700669959.350091300,26791672
2188, 597, a, 6, 1700669959.324516352, 1700669959.355196434,30680082
2189, 612, b, 4, 1700669959.337468699, 1700669959.364941434,27472735
2190, 657, d, 0, 1700669959.357848540, 1700669959.378475829,20627289
2191, 619, c, 2, 1700669959.346089863, 1700669959.389347204,43257341
2192, 598, a, 6, 1700669959.358900096, 1700669959.402540219,43640123
2193, 658, d, 0, 1700669959.392730473, 1700669959.415865386,23134913
2194, 620, c, 2, 1700669959.383548782, 1700669959.430086346,46537564
2195, 659, d, 0, 1700669959.427226917, 1700669959.440234110,13007193
2196, 614, b, 4, 1700669959.406615308, 1700669959.453702078,47086770
2197, 621, c, 2, 1700669959.422329910, 1700669959.467261072,44931162
2198, 660, d, 0, 1700669959.461781594, 1700669959.476930346,15148752
2199, 615, b, 4, 1700669959.449890784, 1700669959.487568702,37677918
2200, 622, c, 2, 1700669959.463043806, 1700669959.501487350,38443544
2201, 661, d, 0, 1700669959.496341500, 1700669959.511144138,14802638
2202, 601, a, 6, 1700669959.474945297, 1700669959.519592916,44647619
2203, 616, b, 4, 1700669959.486517815, 1700669959.522933414,36415599
2204, 623, c, 2, 1700669959.500069072, 1700669959.535322582,35253510
2205, 662, d, 0, 1700669959.530871178, 1700669959.546647310,15776132
2206, 602, a, 6, 1700669959.510880127, 1700669959.558449833,47569706
2207, 624, c, 2, 1700669959.534374758, 1700669959.573233596,38858838
2208, 663, d, 0, 1700669959.565455465, 1700669959.587032346,21576881
2209, 618, b, 4, 1700669959.555667406, 1700669959.601032335,45364929
2210, 625, c, 2, 1700669959.568931619, 1700669959.614395020,45463401
2211, 664, d, 0, 1700669959.599970894, 1700669959.628406403,28435509
2212, 619, b, 4, 1700669959.592790710, 1700669959.639964279,47173569
2213, 665, d, 0, 1700669959.635563926, 1700669959.650101517,14537591
2214, 620, b, 4, 1700669959.633408360, 1700669959.659796645,26388285
2215, 605, a, 6, 1700669959.635580870, 1700669959.671362673,35781803
2216, 666, d, 0, 1700669959.670082116, 1700669959.679623158,9541042
2217, 627, c, 2, 1700669959.647154836, 1700669959.689372198,42217362
2218, 621, b, 4, 1700669959.672702093, 1700669959.701473506,28771413
2219, 606, a, 6, 1700669959.675038955, 1700669959.714388646,39349691
2220, 667, d, 0, 1700669959.704677386, 1700669959.727808145,23130759
2221, 622, b, 4, 1700669959.707242385, 1700669959.736577183,29334798
2222, 607, a, 6, 1700669959.709457314, 1700669959.746275876,36818562
2223, 668, d, 0, 1700669959.739133666, 1700669959.757357373,18223707
2224, 629, c, 2, 1700669959.722365379, 1700669959.763344687,40979308
2225, 623, b, 4, 1700669959.741709056, 1700669959.771181072,29472016
2226, 608, a, 6, 1700669959.748375466, 1700669959.778191929,29816463
2227, 669, d, 0, 1700669959.773550306, 1700669959.791223590,17673284
2228, 630, c, 2, 1700669959.762034255, 1700669959.804627129,42592874
2229, 624, b, 4, 1700669959.776140741, 1700669959.818647717,42506976
2230, 670, d, 0, 1700669959.808121955, 1700669959.831871921,23749966
2231, 631, c, 2, 1700669959.796767788, 1700669959.845727049,48959261
2232, 671, d, 0, 1700669959.842611119, 1700669959.859197577,16586458
2233, 610, a, 6, 1700669959.817383579, 1700669959.870262410,52878831
2234, 632, c, 2, 1700669959.837641545, 1700669959.883304297,45662752
2235, 672, d, 0, 1700669959.877094530, 1700669959.895963283,18868753
2236, 611, a, 6, 1700669959.866944640, 1700669959.909186873,42242233
2237, 633, c, 2, 1700669959.878485492, 1700669959.922912895,44427403
2238, 673, d, 0, 1700669959.911494179, 1700669959.933023465,21529286
2239, 612, a, 6, 1700669959.902649635, 1700669959.936105816,33456181
2240, 634, c, 2, 1700669959.916468167, 1700669959.944458233,27990066
2241, 628, b, 4, 1700669959.929883254, 1700669959.957325294,27442040
2242, 674, d, 0, 1700669959.946025463, 1700669959.970686981,24661518
2243, 613, a, 6, 1700669959.944083901, 1700669959.979685992,35602091
2244, 635, c, 2, 1700669959.955768159, 1700669959.982884669,27116510
2245, 675, d, 0, 1700669959.980553240, 1700669959.988313812,7760572
2246, 629, b, 4, 1700669959.966690435, 1700669959.993575596,26885161
2247, 636, c, 2, 1700669959.990196747, 1700669960.1941710,11744963
2248, 614, a, 6, 1700669959.978546925, 1700669960.9688452,31141527
2249, 630, b, 4, 1700669960.1211470, 1700669960.13651469,12439999
2250, 676, d, 0, 1700669960.15043670, 1700669960.29891582,14847912
2251, 637, c, 2, 1700669960.24732951, 1700669960.42786248,18053297
2252, 615, a, 6, 1700669960.17995015, 1700669960.55266984,37271969
2253, 677, d, 0, 1700669960.49704408, 1700669960.60106726,10402318
2254, 631, b, 4, 1700669960.35671404, 1700669960.69462679,33791275
2255, 638, c, 2, 1700669960.59042765, 1700669960.82542793,23500028
2256, 616, a, 6, 1700669960.52465892, 1700669960.94827545,42361653
2257, 678, d, 0, 1700669960.84134977, 1700669960.101044790,16909813
2258, 632, b, 4, 1700669960.70202526, 1700669960.108382999,38180473
2259, 639, c, 2, 1700669960.93514502, 1700669960.121081640,27567138
2260, 679, d, 0, 1700669960.118721377, 1700669960.127206507,8485130
2261, 617, a, 6, 1700669960.89460209, 1700669960.136965831,47505622
2262, 633, b, 4, 1700669960.104581475, 1700669960.150396279,45814804
2263, 640, c, 2, 1700669960.127979047, 1700669960.157768386,29789339
2264, 680, d, 0, 1700669960.153282136, 1700669960.162698136,9416000
2265, 618, a, 6, 1700669960.128841068, 1700669960.174635405,45794337
2266, 634, b, 4, 1700669960.141288550, 1700669960.180379236,39090686
2267, 641, c, 2, 1700669960.162572724, 1700669960.188938935,26366211
2268, 619, a, 6, 1700669960.169657123, 1700669960.201316022,31658899
2269, 681, d, 0, 1700669960.187744657, 1700669960.214974076,27229419
2270, 635, b, 4, 1700669960.183231391, 1700669960.224295573,41064182
2271, 682, d, 0, 1700669960.222191474, 1700669960.228037450,5845976
2272, 642, c, 2, 1700669960.197036168, 1700669960.236767483,39731315
2273, 620, a, 6, 1700669960.208150312, 1700669960.245375275,37224963
2274, 636, b, 4, 1700669960.217810527, 1700669960.258169644,40359117
2275, 643, c, 2, 1700669960.231624078, 1700669960.267351740,35727662
2276, 683, d, 0, 1700669960.256626350, 1700669960.273635778,17009428
2277, 621, a, 6, 1700669960.244528140, 1700669960.281488301,36960161
2278, 637, b, 4, 1700669960.257927942, 1700669960.290611763,32683821
2279, 644, c, 2, 1700669960.269895181, 1700669960.295889157,25993976
2280, 684, d, 0, 1700669960.291000866, 1700669960.300070990,9070124
2281, 622, a, 6, 1700669960.279620983, 1700669960.307408995,27788012
2282, 638, b, 4, 1700669960.292643399, 1700669960.321198165,28554766
2283, 645, c, 2, 1700669960.304247689, 1700669960.333717116,29469427
2284, 685, d, 0, 1700669960.325526389, 1700669960.347442992,21916603
2285, 623, a, 6, 1700669960.316463448, 1700669960.360995160,44531712
2286, 639, b, 4, 1700669960.327099210, 1700669960.367672265,40573055
2287, 686, d, 0, 1700669960.360065836, 1700669960.381412087,21346251
2288, 624, a, 6, 1700669960.353240412, 1700669960.393868838,40628426
2289, 640, b, 4, 1700669960.361595397, 1700669960.407620747,46025350
2290, 687, d, 0, 1700669960.394651969, 1700669960.415517050,20865081
2291, 647, c, 2, 1700669960.373260482, 1700669960.424982322,51721840
2292, 625, a, 6, 1700669960.393726454, 1700669960.436164784,42438330
2293, 688, d, 0, 1700669960.429129207, 1700669960.449799477,20670270
2294, 648, c, 2, 1700669960.414799498, 1700669960.458923284,44123786
2295, 626, a, 6, 1700669960.428236849, 1700669960.463299100,35062251
2296, 642, b, 4, 1700669960.440485461, 1700669960.471036820,30551359
2297, 689, d, 0, 1700669960.463568892, 1700669960.480986291,17417399
2298, 649, c, 2, 1700669960.457790438, 1700669960.491442892,33652454
2299, 627, a, 6, 1700669960.470281343, 1700669960.499741873,29460530
2300, 690, d, 0, 1700669960.497990195, 1700669960.512612648,14622453
2301, 643, b, 4, 1700669960.483855204, 1700669960.523374616,39519412
2302, 650, c, 2, 1700669960.492341115, 1700669960.536019871,43678756
2303, 691, d, 0, 1700669960.532561206, 1700669960.548771824,16210618
2304, 644, b, 4, 1700669960.518318727, 1700669960.558998760,40680033
2305, 651, c, 2, 1700669960.526857162, 1700669960.572202585,45345423
2306, 692, d, 0, 1700669960.567118285, 1700669960.575313309,8195024
2307, 629, a, 6, 1700669960.539309666, 1700669960.582423332,43113666
2308, 645, b, 4, 1700669960.556223958, 1700669960.595693410,39469452
2309, 652, c, 2, 1700669960.569130916, 1700669960.608817032,39686116
2310, 693, d, 0, 1700669960.601757959, 1700669960.622104337,20346378
2311, 646, b, 4, 1700669960.591662510, 1700669960.634691302,43028792
2312, 653, c, 2, 1700669960.605139545, 1700669960.646549562,41410017
2313, 694, d, 0, 1700669960.636411279, 1700669960.652956429,16545150
2314, 631, a, 6, 1700669960.617558943, 1700669960.657503725,39944782
2315, 647, b, 4, 1700669960.628588135, 1700669960.665731736,37143601
2316, 654, c, 2, 1700669960.641710252, 1700669960.677189853,35479601
2317, 695, d, 0, 1700669960.670894364, 1700669960.691049010,20154646
2318, 632, a, 6, 1700669960.656703522, 1700669960.703853391,47149869
2319, 655, c, 2, 1700669960.679684406, 1700669960.717615525,37931119
2320, 696, d, 0, 1700669960.705375456, 1700669960.729070262,23694806
2321, 649, b, 4, 1700669960.701637151, 1700669960.735190326,33553175
2322, 633, a, 6, 1700669960.692536790, 1700669960.743333611,50796821
