receive_msg_num, send_msg_num, msg_type, msg_priority, msg_start_time(ts), msg_end_time(ts), msg_trans_time(ns)
66, 17, c, 2, 1700645325.150279414, 1700645325.157207545,6928131
67, 17, a, 6, 1700645325.148449350, 1700645325.161979287,13529937
68, 18, b, 4, 1700645325.182857012, 1700645325.185656520,2799508
69, 18, d, 0, 1700645325.184897807, 1700645325.186830635,1932828
70, 18, c, 2, 1700645325.184984414, 1700645325.187631962,2647548
71, 18, a, 6, 1700645325.182884911, 1700645325.190696943,7812032
72, 19, a, 6, 1700645325.217452514, 1700645325.227165315,9712801
73, 19, d, 0, 1700645325.219357051, 1700645325.229283040,9925989
74, 19, c, 2, 1700645325.219609507, 1700645325.232137607,12528100
75, 19, b, 4, 1700645325.217825166, 1700645325.234477544,16652378
76, 20, a, 6, 1700645325.252035487, 1700645325.256411662,4376175
77, 20, d, 0, 1700645325.253791502, 1700645325.259022483,5230981
78, 20, b, 4, 1700645325.252224827, 1700645325.263650768,11425941
79, 21, b, 4, 1700645325.287018839, 1700645325.290149739,3130900
80, 21, d, 0, 1700645325.288806698, 1700645325.293021365,4214667
81, 21, c, 2, 1700645325.289044425, 1700645325.295386778,6342353
82, 21, a, 6, 1700645325.286807648, 1700645325.301911274,15103626
83, 22, b, 4, 1700645325.321657330, 1700645325.323352349,1695019
