receive_msg_num, send_msg_num, msg_type, msg_priority, msg_start_time(ts), msg_end_time(ts), msg_trans_time(ns)
780, 243, d, 0, 1700645333.4624427, 1700645333.8140435,3516008
781, 243, c, 2, 1700645333.4272286, 1700645333.10559663,6287377
782, 244, b, 4, 1700645333.6229556, 1700645333.13784958,7555402
783, 244, a, 6, 1700645333.6976582, 1700645333.22219677,15243095
784, 244, d, 0, 1700645333.39231284, 1700645333.43499059,4267775
785, 244, c, 2, 1700645333.38915033, 1700645333.45432938,6517905
786, 245, b, 4, 1700645333.40641857, 1700645333.48099351,7457494
787, 245, a, 6, 1700645333.41337436, 1700645333.51447136,10109700
788, 252, d, 0, 1700645333.315779580, 1700645333.340662664,24883084
789, 252, c, 2, 1700645333.315400543, 1700645333.343943766,28543223
790, 253, b, 4, 1700645333.316291800, 1700645333.346530800,30239000
791, 253, a, 6, 1700645333.317825953, 1700645333.355766111,37940158
792, 253, d, 0, 1700645333.350250084, 1700645333.358028924,7778840
793, 253, c, 2, 1700645333.349879840, 1700645333.359734826,9854986
794, 254, b, 4, 1700645333.350827821, 1700645333.362632867,11805046
795, 254, a, 6, 1700645333.352302375, 1700645333.367340647,15038272
796, 254, d, 0, 1700645333.384813410, 1700645333.388343902,3530492
797, 254, c, 2, 1700645333.384364636, 1700645333.391054786,6690150
798, 255, b, 4, 1700645333.385400019, 1700645333.394090801,8690782
799, 255, a, 6, 1700645333.389947605, 1700645333.404854857,14907252
800, 255, d, 0, 1700645333.419473375, 1700645333.420937532,1464157
801, 255, c, 2, 1700645333.418941748, 1700645333.422271163,3329415
802, 256, b, 4, 1700645333.419781821, 1700645333.423279595,3497774
803, 256, a, 6, 1700645333.424357081, 1700645333.431634376,7277295
804, 256, d, 0, 1700645333.454070791, 1700645333.459028060,4957269
805, 256, c, 2, 1700645333.453692012, 1700645333.463823082,10131070
806, 257, b, 4, 1700645333.457833354, 1700645333.468313361,10480007
807, 257, a, 6, 1700645333.464714253, 1700645333.480207555,15493302
808, 257, d, 0, 1700645333.488838217, 1700645333.492735043,3896826
809, 257, c, 2, 1700645333.488498319, 1700645333.494105543,5607224
810, 258, b, 4, 1700645333.492467481, 1700645333.495743473,3275992
811, 258, a, 6, 1700645333.499156382, 1700645333.513962151,14805769
812, 258, d, 0, 1700645333.523468485, 1700645333.530974581,7506096
813, 259, b, 4, 1700645333.526781434, 1700645333.537969251,11187817
814, 259, d, 0, 1700645333.557953780, 1700645333.560863247,2909467
815, 260, b, 4, 1700645333.561562325, 1700645333.566842271,5279946
816, 260, a, 6, 1700645333.568410352, 1700645333.576282260,7871908
817, 260, d, 0, 1700645333.592500930, 1700645333.595462450,2961520
818, 260, c, 2, 1700645333.592064210, 1700645333.596983019,4918809
819, 261, b, 4, 1700645333.596012765, 1700645333.600548475,4535710
820, 261, a, 6, 1700645333.602956154, 1700645333.613470442,10514288
821, 261, d, 0, 1700645333.627072079, 1700645333.630380551,3308472
822, 261, c, 2, 1700645333.626624355, 1700645333.633044081,6419726
823, 262, b, 4, 1700645333.630480717, 1700645333.636336946,5856229
824, 262, a, 6, 1700645333.637532181, 1700645333.648618639,11086458
825, 262, d, 0, 1700645333.661658653, 1700645333.665458109,3799456
826, 262, c, 2, 1700645333.661204590, 1700645333.670780022,9575432
827, 263, b, 4, 1700645333.665429777, 1700645333.677168687,11738910
828, 263, d, 0, 1700645333.696100755, 1700645333.700043344,3942589
829, 263, c, 2, 1700645333.695759998, 1700645333.701618619,5858621
830, 264, b, 4, 1700645333.700741413, 1700645333.704505577,3764164
831, 264, a, 6, 1700645333.707778338, 1700645333.721744948,13966610
832, 264, d, 0, 1700645333.730556863, 1700645333.734473266,3916403
833, 264, c, 2, 1700645333.730225110, 1700645333.736317254,6092144
834, 265, b, 4, 1700645333.735304181, 1700645333.736645034,1340853
835, 265, a, 6, 1700645333.742609765, 1700645333.751092868,8483103
836, 265, d, 0, 1700645333.764982325, 1700645333.768932940,3950615
837, 265, c, 2, 1700645333.764672761, 1700645333.770027177,5354416
838, 266, b, 4, 1700645333.769718537, 1700645333.773233803,3515266
839, 266, a, 6, 1700645333.777178373, 1700645333.788188320,11009947
840, 266, d, 0, 1700645333.799469250, 1700645333.800814659,1345409
841, 266, c, 2, 1700645333.799094356, 1700645333.803825782,4731426
842, 267, b, 4, 1700645333.804067251, 1700645333.806317033,2249782
843, 267, a, 6, 1700645333.811717748, 1700645333.819798094,8080346
844, 267, d, 0, 1700645333.833878991, 1700645333.835076096,1197105
845, 267, c, 2, 1700645333.833578599, 1700645333.837668415,4089816
846, 268, b, 4, 1700645333.838489642, 1700645333.842702284,4212642
847, 268, a, 6, 1700645333.846206994, 1700645333.852941462,6734468
848, 268, d, 0, 1700645333.868483636, 1700645333.872189240,3705604
849, 268, c, 2, 1700645333.868017396, 1700645333.874339525,6322129
850, 269, b, 4, 1700645333.873004466, 1700645333.875802615,2798149
851, 269, a, 6, 1700645333.880913789, 1700645333.887531140,6617351
852, 269, d, 0, 1700645333.902953560, 1700645333.906612428,3658868
853, 269, c, 2, 1700645333.902607988, 1700645333.910087516,7479528
854, 270, b, 4, 1700645333.907331887, 1700645333.913014924,5683037
855, 270, a, 6, 1700645333.915398255, 1700645333.922825304,7427049
856, 270, d, 0, 1700645333.937357784, 1700645333.941494412,4136628
857, 270, c, 2, 1700645333.937057328, 1700645333.945730061,8672733
858, 271, b, 4, 1700645333.941771489, 1700645333.948639656,6868167
859, 271, a, 6, 1700645333.949989041, 1700645333.957685498,7696457
860, 271, d, 0, 1700645333.971852861, 1700645333.975791110,3938249
861, 271, c, 2, 1700645333.971468196, 1700645333.978906993,7438797
862, 272, b, 4, 1700645333.976193096, 1700645333.982705033,6511937
863, 272, a, 6, 1700645333.984420955, 1700645333.988776504,4355549
864, 272, d, 0, 1700645334.6281191, 1700645334.7361293,1080102
865, 272, c, 2, 1700645334.5968266, 1700645334.11241410,5273144
866, 273, b, 4, 1700645334.10521773, 1700645334.13672854,3151081
867, 273, a, 6, 1700645334.19104798, 1700645334.29469628,10364830
868, 273, d, 0, 1700645334.40750312, 1700645334.45490236,4739924
869, 273, c, 2, 1700645334.40397881, 1700645334.50121517,9723636
870, 274, b, 4, 1700645334.44940511, 1700645334.53985134,9044623
871, 274, a, 6, 1700645334.53700931, 1700645334.63289015,9588084
872, 281, d, 0, 1700645334.316970959, 1700645334.340681670,23710711
873, 281, c, 2, 1700645334.317349324, 1700645334.341486322,24136998
874, 282, b, 4, 1700645334.322111295, 1700645334.342610512,20499217
875, 282, a, 6, 1700645334.331951351, 1700645334.349264905,17313554
876, 282, d, 0, 1700645334.351418773, 1700645334.352899068,1480295
877, 282, c, 2, 1700645334.351699921, 1700645334.356138359,4438438
878, 283, b, 4, 1700645334.356675990, 1700645334.358233255,1557265
879, 283, a, 6, 1700645334.366870488, 1700645334.381451418,14580930
880, 283, d, 0, 1700645334.385819705, 1700645334.387859634,2039929
881, 283, c, 2, 1700645334.386245789, 1700645334.390808641,4562852
882, 284, b, 4, 1700645334.391212239, 1700645334.392924734,1712495
883, 284, a, 6, 1700645334.401398863, 1700645334.413407633,12008770
884, 284, d, 0, 1700645334.420406298, 1700645334.424390198,3983900
885, 284, c, 2, 1700645334.420849672, 1700645334.427353583,6503911
886, 285, b, 4, 1700645334.427588887, 1700645334.428747473,1158586
887, 285, a, 6, 1700645334.436169024, 1700645334.446579813,10410789
888, 285, d, 0, 1700645334.454950424, 1700645334.459528121,4577697
889, 285, c, 2, 1700645334.455313344, 1700645334.463522490,8209146
890, 286, b, 4, 1700645334.462051178, 1700645334.467432395,5381217
891, 286, a, 6, 1700645334.470733536, 1700645334.477171950,6438414
892, 286, d, 0, 1700645334.489429061, 1700645334.494477348,5048287
893, 286, c, 2, 1700645334.489813381, 1700645334.498313728,8500347
894, 287, b, 4, 1700645334.496663258, 1700645334.502589115,5925857
895, 287, a, 6, 1700645334.505279980, 1700645334.515538234,10258254
896, 287, d, 0, 1700645334.523931028, 1700645334.529147330,5216302
897, 287, c, 2, 1700645334.524327552, 1700645334.531679480,7351928
898, 288, b, 4, 1700645334.531284515, 1700645334.535089059,3804544
899, 288, a, 6, 1700645334.540032889, 1700645334.553447705,13414816
900, 288, d, 0, 1700645334.558494940, 1700645334.560363884,1868944
901, 288, c, 2, 1700645334.558867854, 1700645334.563930680,5062826
902, 289, b, 4, 1700645334.565721576, 1700645334.567118335,1396759
903, 289, a, 6, 1700645334.574584562, 1700645334.584261803,9677241
904, 289, d, 0, 1700645334.593054246, 1700645334.594881248,1827002
905, 289, c, 2, 1700645334.593557021, 1700645334.596793450,3236429
906, 290, b, 4, 1700645334.600202300, 1700645334.605116780,4914480
907, 290, a, 6, 1700645334.609119893, 1700645334.621061431,11941538
908, 290, d, 0, 1700645334.627685681, 1700645334.629481312,1795631
909, 290, c, 2, 1700645334.628094776, 1700645334.633739108,5644332
910, 291, b, 4, 1700645334.634626377, 1700645334.639009592,4383215
911, 291, a, 6, 1700645334.644092981, 1700645334.654104666,10011685
912, 291, d, 0, 1700645334.662240911, 1700645334.667473581,5232670
913, 291, c, 2, 1700645334.662568757, 1700645334.671931568,9362811
914, 292, b, 4, 1700645334.669347120, 1700645334.675833579,6486459
915, 292, a, 6, 1700645334.678643012, 1700645334.688238876,9595864
916, 292, d, 0, 1700645334.696683400, 1700645334.700711884,4028484
917, 292, c, 2, 1700645334.697037145, 1700645334.702754056,5716911
918, 293, b, 4, 1700645334.703788869, 1700645334.708378951,4590082
919, 293, a, 6, 1700645334.713072214, 1700645334.722786301,9714087
920, 293, d, 0, 1700645334.731162996, 1700645334.732838177,1675181
921, 294, b, 4, 1700645334.738203171, 1700645334.742492383,4289212
922, 294, a, 6, 1700645334.747528215, 1700645334.756558968,9030753
923, 294, d, 0, 1700645334.765716233, 1700645334.769776130,4059897
924, 294, c, 2, 1700645334.766144813, 1700645334.773455827,7311014
925, 295, b, 4, 1700645334.772701927, 1700645334.776568718,3866791
926, 295, a, 6, 1700645334.781947716, 1700645334.790378525,8430809
927, 295, d, 0, 1700645334.800309032, 1700645334.804194376,3885344
928, 295, c, 2, 1700645334.800744211, 1700645334.805144511,4400300
929, 296, b, 4, 1700645334.807026987, 1700645334.810669856,3642869
930, 296, a, 6, 1700645334.816450510, 1700645334.827691421,11240911
931, 296, d, 0, 1700645334.834920841, 1700645334.836399401,1478560
932, 296, c, 2, 1700645334.835337111, 1700645334.837548276,2211165
933, 297, b, 4, 1700645334.841599974, 1700645334.843052817,1452843
934, 297, a, 6, 1700645334.851057636, 1700645334.855557718,4500082
935, 297, d, 0, 1700645334.869492187, 1700645334.873308560,3816373
936, 297, c, 2, 1700645334.869903278, 1700645334.875742941,5839663
937, 298, b, 4, 1700645334.876081960, 1700645334.877213852,1131892
938, 298, a, 6, 1700645334.885602765, 1700645334.895159956,9557191
939, 298, d, 0, 1700645334.904063381, 1700645334.907914616,3851235
940, 298, c, 2, 1700645334.904530927, 1700645334.910402781,5871854
941, 299, b, 4, 1700645334.910425471, 1700645334.911577825,1152354
942, 299, a, 6, 1700645334.920156269, 1700645334.930515352,10359083
943, 299, d, 0, 1700645334.938634324, 1700645334.942488122,3853798
944, 299, c, 2, 1700645334.939118381, 1700645334.945591773,6473392
945, 300, b, 4, 1700645334.944920143, 1700645334.948480947,3560804
946, 300, a, 6, 1700645334.954771437, 1700645334.961938027,7166590
947, 300, d, 0, 1700645334.973258137, 1700645334.977507991,4249854
948, 300, c, 2, 1700645334.973654333, 1700645334.980213221,6558888
949, 301, b, 4, 1700645334.979319732, 1700645334.982960409,3640677
950, 301, a, 6, 1700645334.989266034, 1700645335.185088,10919054
951, 301, d, 0, 1700645335.7786612, 1700645335.11656747,3870135
952, 301, c, 2, 1700645335.8181774, 1700645335.14597093,6415319
953, 302, b, 4, 1700645335.13690425, 1700645335.16568091,2877666
954, 302, a, 6, 1700645335.23807525, 1700645335.36954531,13147006
955, 302, d, 0, 1700645335.42345732, 1700645335.46937185,4591453
956, 302, c, 2, 1700645335.42745998, 1700645335.49400593,6654595
957, 303, b, 4, 1700645335.47949650, 1700645335.52132420,4182770
958, 303, a, 6, 1700645335.58416564, 1700645335.69231190,10814626
959, 310, d, 0, 1700645335.318956837, 1700645335.340261236,21304399
960, 310, c, 2, 1700645335.319361486, 1700645335.344839714,25478228
961, 311, b, 4, 1700645335.324830717, 1700645335.345479485,20648768
962, 311, a, 6, 1700645335.336701725, 1700645335.350858601,14156876
963, 311, d, 0, 1700645335.353495139, 1700645335.358688124,5192985
964, 311, c, 2, 1700645335.353819639, 1700645335.361090768,7271129
965, 312, b, 4, 1700645335.360342272, 1700645335.364814508,4472236
966, 312, a, 6, 1700645335.371352643, 1700645335.378606929,7254286
967, 312, d, 0, 1700645335.388366929, 1700645335.390241243,1874314
968, 312, c, 2, 1700645335.388706957, 1700645335.391512780,2805823
969, 313, b, 4, 1700645335.395490803, 1700645335.400607097,5116294
970, 313, a, 6, 1700645335.405984408, 1700645335.415615128,9630720
971, 313, d, 0, 1700645335.422951919, 1700645335.425599830,2647911
972, 313, c, 2, 1700645335.423295177, 1700645335.430023814,6728637
973, 314, b, 4, 1700645335.430009374, 1700645335.431360410,1351036
974, 314, a, 6, 1700645335.440708697, 1700645335.455153261,14444564
975, 314, d, 0, 1700645335.457517690, 1700645335.459498495,1980805
976, 314, c, 2, 1700645335.457779763, 1700645335.461045002,3265239
977, 315, b, 4, 1700645335.464624142, 1700645335.468027119,3402977
978, 315, a, 6, 1700645335.475310008, 1700645335.488433618,13123610
979, 315, d, 0, 1700645335.492174914, 1700645335.494058314,1883400
980, 315, c, 2, 1700645335.492401670, 1700645335.496595867,4194197
981, 316, b, 4, 1700645335.499039212, 1700645335.503499369,4460157
982, 316, a, 6, 1700645335.509960788, 1700645335.520245663,10284875
983, 316, d, 0, 1700645335.526862710, 1700645335.532339095,5476385
984, 316, c, 2, 1700645335.527123734, 1700645335.534512623,7388889
985, 317, b, 4, 1700645335.533387389, 1700645335.536280653,2893264
986, 317, a, 6, 1700645335.544557379, 1700645335.552876606,8319227
987, 317, d, 0, 1700645335.561576420, 1700645335.566228118,4651698
988, 317, c, 2, 1700645335.561816008, 1700645335.567283307,5467299
989, 318, b, 4, 1700645335.567678559, 1700645335.568565869,887310
990, 318, a, 6, 1700645335.579120780, 1700645335.589242243,10121463
991, 318, d, 0, 1700645335.596230163, 1700645335.598519549,2289386
992, 318, c, 2, 1700645335.596773296, 1700645335.599683897,2910601
993, 319, b, 4, 1700645335.602153417, 1700645335.605363623,3210206
994, 319, a, 6, 1700645335.613509027, 1700645335.617981821,4472794
995, 319, d, 0, 1700645335.630993887, 1700645335.634501357,3507470
996, 319, c, 2, 1700645335.631235581, 1700645335.636112974,4877393
997, 320, b, 4, 1700645335.636476946, 1700645335.639548858,3071912
998, 320, a, 6, 1700645335.648124990, 1700645335.655679239,7554249
999, 320, d, 0, 1700645335.665745253, 1700645335.670883913,5138660
1000, 320, c, 2, 1700645335.666124501, 1700645335.674777842,8653341
1001, 321, b, 4, 1700645335.670806888, 1700645335.676779174,5972286
1002, 321, a, 6, 1700645335.682649826, 1700645335.693867349,11217523
1003, 321, d, 0, 1700645335.700256051, 1700645335.703402769,3146718
1004, 321, c, 2, 1700645335.700607860, 1700645335.703977536,3369676
1005, 322, b, 4, 1700645335.705173658, 1700645335.709525159,4351501
1006, 322, a, 6, 1700645335.717280595, 1700645335.728128574,10847979
1007, 322, d, 0, 1700645335.734831596, 1700645335.737534427,2702831
1008, 322, c, 2, 1700645335.735152725, 1700645335.738804414,3651689
1009, 323, b, 4, 1700645335.739573620, 1700645335.742864563,3290943
1010, 323, a, 6, 1700645335.751858485, 1700645335.761041506,9183021
1011, 323, d, 0, 1700645335.769435834, 1700645335.774877182,5441348
1012, 324, b, 4, 1700645335.774084113, 1700645335.778297269,4213156
1013, 324, a, 6, 1700645335.786397067, 1700645335.791551801,5154734
1014, 324, d, 0, 1700645335.804041420, 1700645335.807466425,3425005
1015, 324, c, 2, 1700645335.804305679, 1700645335.809907462,5601783
1016, 325, b, 4, 1700645335.808469645, 1700645335.811632957,3163312
1017, 325, a, 6, 1700645335.821028165, 1700645335.829872908,8844743
1018, 325, d, 0, 1700645335.839041625, 1700645335.841315285,2273660
1019, 325, c, 2, 1700645335.839420958, 1700645335.845738752,6317794
1020, 326, b, 4, 1700645335.842853301, 1700645335.846127613,3274312
1021, 326, a, 6, 1700645335.855716037, 1700645335.865387321,9671284
1022, 326, d, 0, 1700645335.873783420, 1700645335.878909016,5125596
1023, 326, c, 2, 1700645335.874086797, 1700645335.883084024,8997227
1024, 327, b, 4, 1700645335.877243103, 1700645335.887218752,9975649
1025, 327, a, 6, 1700645335.890252181, 1700645335.900901781,10649600
1026, 327, d, 0, 1700645335.908531974, 1700645335.910570784,2038810
1027, 327, c, 2, 1700645335.908776265, 1700645335.911536025,2759760
1028, 328, b, 4, 1700645335.911577116, 1700645335.914836972,3259856
1029, 328, a, 6, 1700645335.924817386, 1700645335.934114089,9296703
1030, 328, d, 0, 1700645335.943196425, 1700645335.946875543,3679118
1031, 328, c, 2, 1700645335.943694138, 1700645335.949677648,5983510
1032, 329, b, 4, 1700645335.946014989, 1700645335.952937738,6922749
1033, 329, a, 6, 1700645335.959342488, 1700645335.964186159,4843671
1034, 329, d, 0, 1700645335.977924914, 1700645335.982371452,4446538
1035, 329, c, 2, 1700645335.978252011, 1700645335.984349563,6097552
1036, 330, b, 4, 1700645335.980579094, 1700645335.984952085,4372991
1037, 330, a, 6, 1700645335.993966277, 1700645336.2371839,8405562
1038, 330, d, 0, 1700645336.12771920, 1700645336.16405357,3633437
1039, 330, c, 2, 1700645336.13060988, 1700645336.18016982,4955994
1040, 331, b, 4, 1700645336.14876893, 1700645336.21103929,6227036
1041, 331, a, 6, 1700645336.28822494, 1700645336.36501418,7678924
1042, 331, d, 0, 1700645336.47659544, 1700645336.51605071,3945527
1043, 331, c, 2, 1700645336.48034663, 1700645336.54448758,6414095
1044, 332, b, 4, 1700645336.50664674, 1700645336.56817068,6152394
1045, 332, a, 6, 1700645336.63336727, 1700645336.72243815,8907088
1046, 339, d, 0, 1700645336.325575643, 1700645336.343109018,17533375
1047, 339, c, 2, 1700645336.325239506, 1700645336.346060762,20821256
1048, 340, b, 4, 1700645336.327404664, 1700645336.348793290,21388626
1049, 340, a, 6, 1700645336.343089989, 1700645336.356337654,13247665
1050, 340, d, 0, 1700645336.360098576, 1700645336.363696797,3598221
1051, 340, c, 2, 1700645336.359661607, 1700645336.366258661,6597054
1052, 341, b, 4, 1700645336.362672491, 1700645336.368590705,5918214
1053, 341, a, 6, 1700645336.383613989, 1700645336.391895331,8281342
1054, 341, d, 0, 1700645336.394583025, 1700645336.398899585,4316560
1055, 341, c, 2, 1700645336.394406329, 1700645336.401724731,7318402
1056, 342, b, 4, 1700645336.397329589, 1700645336.404079193,6749604
1057, 342, a, 6, 1700645336.418258914, 1700645336.432782767,14523853
1058, 342, d, 0, 1700645336.429326205, 1700645336.436546626,7220421
1059, 342, c, 2, 1700645336.429193180, 1700645336.438229305,9036125
1060, 343, b, 4, 1700645336.431799732, 1700645336.441218463,9418731
1061, 343, a, 6, 1700645336.453075315, 1700645336.462613931,9538616
1062, 343, d, 0, 1700645336.463962945, 1700645336.468348208,4385263
1063, 343, c, 2, 1700645336.463801883, 1700645336.471074943,7273060
1064, 344, b, 4, 1700645336.466108441, 1700645336.472747104,6638663
1065, 344, a, 6, 1700645336.487743961, 1700645336.494451697,6707736
1066, 344, d, 0, 1700645336.498645745, 1700645336.503068498,4422753
1067, 344, c, 2, 1700645336.498345489, 1700645336.506581025,8235536
1068, 345, b, 4, 1700645336.500775534, 1700645336.510465533,9689999
1069, 345, a, 6, 1700645336.522303141, 1700645336.535490627,13187486
1070, 345, d, 0, 1700645336.533047990, 1700645336.539677889,6629899
1071, 345, c, 2, 1700645336.532716655, 1700645336.543500032,10783377
1072, 346, b, 4, 1700645336.535103467, 1700645336.548417533,13314066
1073, 346, a, 6, 1700645336.556758826, 1700645336.571053023,14294197
1074, 346, d, 0, 1700645336.567718841, 1700645336.575288766,7569925
1075, 346, c, 2, 1700645336.567590295, 1700645336.579640191,12049896
1076, 347, b, 4, 1700645336.570743149, 1700645336.584017644,13274495
1077, 347, a, 6, 1700645336.591304758, 1700645336.599977092,8672334
1078, 347, d, 0, 1700645336.602479690, 1700645336.605794231,3314541
1079, 347, c, 2, 1700645336.602149496, 1700645336.608871548,6722052
1080, 348, b, 4, 1700645336.605084763, 1700645336.611427881,6343118
1081, 348, a, 6, 1700645336.625969280, 1700645336.633525997,7556717
1082, 348, d, 0, 1700645336.637091311, 1700645336.640779126,3687815
1083, 348, c, 2, 1700645336.636880852, 1700645336.643189520,6308668
1084, 349, b, 4, 1700645336.639552003, 1700645336.646005814,6453811
1085, 349, a, 6, 1700645336.660575169, 1700645336.666973481,6398312
1086, 349, d, 0, 1700645336.672025048, 1700645336.675614425,3589377
1087, 349, c, 2, 1700645336.671763798, 1700645336.678480158,6716360
1088, 350, b, 4, 1700645336.673763556, 1700645336.680898064,7134508
1089, 350, a, 6, 1700645336.695064264, 1700645336.703598806,8534542
1090, 350, d, 0, 1700645336.706556676, 1700645336.711963595,5406919
1091, 350, c, 2, 1700645336.706375056, 1700645336.715576099,9201043
1092, 351, b, 4, 1700645336.708127459, 1700645336.717604482,9477023
1093, 351, a, 6, 1700645336.729670245, 1700645336.738821045,9150800
1094, 351, d, 0, 1700645336.741255187, 1700645336.744296539,3041352
1095, 351, c, 2, 1700645336.741064320, 1700645336.745670709,4606389
1096, 352, b, 4, 1700645336.742517878, 1700645336.748265134,5747256
1097, 352, a, 6, 1700645336.764262484, 1700645336.773134586,8872102
1098, 352, d, 0, 1700645336.776080098, 1700645336.779509917,3429819
1099, 352, c, 2, 1700645336.775870005, 1700645336.782477784,6607779
1100, 353, b, 4, 1700645336.776849477, 1700645336.784564920,7715443
1101, 353, a, 6, 1700645336.798860560, 1700645336.809647282,10786722
1102, 353, d, 0, 1700645336.810784020, 1700645336.813083702,2299682
1103, 353, c, 2, 1700645336.810593424, 1700645336.813536487,2943063
1104, 354, b, 4, 1700645336.811112403, 1700645336.814449628,3337225
1105, 354, a, 6, 1700645336.833497659, 1700645336.845997100,12499441
1106, 354, d, 0, 1700645336.845775648, 1700645336.851073651,5298003
1107, 354, c, 2, 1700645336.845620273, 1700645336.852809302,7189029
1108, 355, b, 4, 1700645336.846902485, 1700645336.854433449,7530964
1109, 355, a, 6, 1700645336.868136687, 1700645336.876786515,8649828
1110, 355, d, 0, 1700645336.880483142, 1700645336.883359384,2876242
1111, 355, c, 2, 1700645336.880321947, 1700645336.883968134,3646187
1112, 356, b, 4, 1700645336.881426926, 1700645336.886325013,4898087
1113, 356, a, 6, 1700645336.902817364, 1700645336.912030842,9213478
1114, 356, d, 0, 1700645336.915240754, 1700645336.917529849,2289095
1115, 356, c, 2, 1700645336.914931292, 1700645336.920436665,5505373
1116, 357, b, 4, 1700645336.916253637, 1700645336.922844063,6590426
1117, 357, a, 6, 1700645336.937465861, 1700645336.945055928,7590067
1118, 357, d, 0, 1700645336.949845881, 1700645336.952275924,2430043
1119, 357, c, 2, 1700645336.949597094, 1700645336.955070175,5473081
1120, 358, b, 4, 1700645336.950660292, 1700645336.958025563,7365271
1121, 358, a, 6, 1700645336.972298311, 1700645336.981937814,9639503
1122, 358, d, 0, 1700645336.984953976, 1700645336.988323262,3369286
1123, 358, c, 2, 1700645336.984403076, 1700645336.990873990,6470914
1124, 359, b, 4, 1700645336.985011793, 1700645336.993308245,8296452
1125, 359, a, 6, 1700645337.6938530, 1700645337.13806197,6867667
1126, 359, d, 0, 1700645337.19528918, 1700645337.22372558,2843640
1127, 359, c, 2, 1700645337.19225622, 1700645337.26254926,7029304
1128, 360, b, 4, 1700645337.19517953, 1700645337.30947905,11429952
1129, 360, a, 6, 1700645337.41468925, 1700645337.51755587,10286662
1130, 360, d, 0, 1700645337.53977434, 1700645337.59006723,5029289
1131, 360, c, 2, 1700645337.53727017, 1700645337.61275468,7548451
1132, 361, b, 4, 1700645337.55352380, 1700645337.62295717,6943337
1133, 361, a, 6, 1700645337.75996144, 1700645337.84196104,8199960
1134, 368, d, 0, 1700645337.331417133, 1700645337.343687867,12270734
1135, 368, c, 2, 1700645337.331225961, 1700645337.347772555,16546594
1136, 368, a, 6, 1700645337.318571954, 1700645337.363130760,44558806
1137, 369, a, 6, 1700645337.355504705, 1700645337.374274096,18769391
1138, 369, d, 0, 1700645337.366080172, 1700645337.378222848,12142676
1139, 369, c, 2, 1700645337.365861304, 1700645337.380476160,14614856
1140, 370, b, 4, 1700645337.366878364, 1700645337.383632485,16754121
1141, 370, a, 6, 1700645337.396929208, 1700645337.402920138,5990930
1142, 370, d, 0, 1700645337.401273730, 1700645337.403772158,2498428
1143, 370, c, 2, 1700645337.401094212, 1700645337.404310001,3215789
1144, 371, b, 4, 1700645337.401363342, 1700645337.404877105,3513763
1145, 371, a, 6, 1700645337.431623950, 1700645337.443654007,12030057
1146, 371, d, 0, 1700645337.436026932, 1700645337.445524664,9497732
1147, 371, c, 2, 1700645337.435882185, 1700645337.447855773,11973588
1148, 372, b, 4, 1700645337.437140542, 1700645337.448454713,11314171
1149, 372, a, 6, 1700645337.466230475, 1700645337.473362110,7131635
1150, 372, d, 0, 1700645337.470906889, 1700645337.475781356,4874467
1151, 372, c, 2, 1700645337.470686522, 1700645337.478270712,7584190
1152, 373, b, 4, 1700645337.471431196, 1700645337.481135107,9703911
1153, 373, a, 6, 1700645337.500944445, 1700645337.508094020,7149575
1154, 373, d, 0, 1700645337.506412537, 1700645337.510102686,3690149
1155, 373, c, 2, 1700645337.506177355, 1700645337.513186440,7009085
1156, 374, b, 4, 1700645337.505961400, 1700645337.515691177,9729777
1157, 374, a, 6, 1700645337.535613213, 1700645337.545671728,10058515
1158, 374, d, 0, 1700645337.540833688, 1700645337.547983626,7149938
1159, 374, c, 2, 1700645337.540732484, 1700645337.550777043,10044559
1160, 375, b, 4, 1700645337.540367272, 1700645337.551956153,11588881
1161, 375, a, 6, 1700645337.570352403, 1700645337.580245479,9893076
1162, 375, d, 0, 1700645337.575928035, 1700645337.582773050,6845015
1163, 375, c, 2, 1700645337.575656755, 1700645337.585621421,9964666
1164, 376, b, 4, 1700645337.574671077, 1700645337.587921896,13250819
1165, 376, a, 6, 1700645337.604972230, 1700645337.612698114,7725884
1166, 376, d, 0, 1700645337.610674362, 1700645337.615000545,4326183
1167, 376, c, 2, 1700645337.610540499, 1700645337.615597693,5057194
1168, 377, b, 4, 1700645337.609072786, 1700645337.616564191,7491405
1169, 377, a, 6, 1700645337.639508214, 1700645337.648270179,8761965
1170, 377, d, 0, 1700645337.645478502, 1700645337.648558766,3080264
1171, 377, c, 2, 1700645337.645310365, 1700645337.651334649,6024284
1172, 378, b, 4, 1700645337.643435177, 1700645337.654631651,11196474
1173, 378, a, 6, 1700645337.674140912, 1700645337.684111578,9970666
1174, 378, d, 0, 1700645337.680470322, 1700645337.686707132,6236810
1175, 378, c, 2, 1700645337.680266993, 1700645337.688725705,8458712
1176, 379, b, 4, 1700645337.677873378, 1700645337.689228242,11354864
1177, 379, a, 6, 1700645337.709018209, 1700645337.720326781,11308572
1178, 379, d, 0, 1700645337.715399456, 1700645337.722446760,7047304
1179, 379, c, 2, 1700645337.715275087, 1700645337.725455360,10180273
1180, 380, b, 4, 1700645337.712181082, 1700645337.727392698,15211616
1181, 380, a, 6, 1700645337.743604088, 1700645337.748558747,4954659
1182, 381, b, 4, 1700645337.746609040, 1700645337.750786639,4177599
1183, 380, d, 0, 1700645337.750026517, 1700645337.751499780,1473263
